# key	status	primaryFile	route	reason	bp
# Lane governance-explorer, wave 39, 2026-09-09. Owns src/pages/explorer/**, src/pages/defi/**, src/components/learn/**.
# Page "Governance and Utilities" (3sSzw1KewMtUbeLAv7uW0r, page 5210:118077) entered scope today; 428 of these 569
# frames had never been triaged. This file is a FIRST PASS over the whole assignment plus a measured build of the
# explorer dashboard cluster. Every row states which of the two it is. Sizes are read from live/ (harvest of 2026-09-09).
#
# NO BROWSER WAS USED. Column 6 is present only on rows this lane measured against the frame from source; a verdict
# there is a SOURCE verdict, never a render verdict. Rows marked FIRST PASS carry no column 6, so they read unknown at
# every width, which is the truth.
#
# Frames whose implementing file belongs to another lane (governance-account: src/components/governance, src/components/
# account, src/pages/account, src/components/notifications; and everything under src/pages/vault, src/pages/sports,
# src/pages/social, src/pages/rewards, src/pages/Airdrop.tsx, src/pages/GaugeVoting.tsx, src/pages/YieldVault*.tsx,
# src/pages/learn/index.tsx, src/components/home-redesign) are rowed with their carried status and NOT edited.
Account > Account settings > Security > 2FA > SMS [11301-127843]	not-started	src/services/security/twoFactorService.ts	/account?tab=security (would be the dialog's second tab)	TOTP-only service; no SMS rail exists (1440x900). Lane governance-account's file.
Gauge voting [11708-324886]	partial	src/pages/GaugeVoting.tsx + src/components/defi/gauge/GaugeWeightsTable.tsx	/earn/gauges (App.tsx:1757)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/GaugeVoting.tsx + src/components/defi/gauge/GaugeWeightsTable.tsx renders this surface (375x812, 375 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Gauge voting 1VH [11708-325099]	partial	src/pages/GaugeVoting.tsx + src/components/defi/gauge/GaugeWeightsTable.tsx	/earn/gauges (App.tsx:1757)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/GaugeVoting.tsx + src/components/defi/gauge/GaugeWeightsTable.tsx renders this surface (375x1385, 375 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Earn > Vault > House vault ALT [11151-80178]	blocked-on-backend	src/pages/sports/components/BookieDashboard.tsx	/earn/house-vault	Carried from the section file: built or buildable but no source exists. NOT this lane's file (measure and row only). FIRST PASS, NOT OPENED THIS WAVE.
Earn > Vault > House vault [5280-86949]	partial	src/pages/sports/components/BookieDashboard.tsx	/earn/house-vault -> /sports?tab=pool	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/sports/components/BookieDashboard.tsx renders this surface (1440x2398, 1440 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Earn > Vault > House vault [11980-173965]	partial	src/pages/sports/components/BookieDashboard.tsx	/earn/house-vault -> /sports?tab=pool (App.tsx:1753)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/sports/components/BookieDashboard.tsx renders this surface (768x1951, 768 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Earn > Vault > House vault ALT [11980-175816]	blocked-on-backend	src/pages/sports/components/BookieDashboard.tsx	/earn/house-vault -> /sports?tab=pool (App.tsx:1753)	Carried from the section file: built or buildable but no source exists. NOT this lane's file (measure and row only). FIRST PASS, NOT OPENED THIS WAVE.
Earn > Vault > House vault [12004-393178]	partial	src/pages/sports/components/BookieDashboard.tsx	/earn/house-vault -> /sports?tab=pool (App.tsx:1753)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/sports/components/BookieDashboard.tsx renders this surface (375x2298, 375 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Earn > Vault > House vault ALT [12004-393542]	blocked-on-backend	src/pages/sports/components/BookieDashboard.tsx	/earn/house-vault -> /sports?tab=pool (App.tsx:1753)	Carried from the section file: built or buildable but no source exists. NOT this lane's file (measure and row only). FIRST PASS, NOT OPENED THIS WAVE.
Earn > Vault > Trading vault [5280-82910]	partial	src/pages/vault/TradingVault.tsx	/earn/trading-vault	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/vault/TradingVault.tsx renders this surface (1440x2398, 1440 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Earn > Vault > Trading vault ALT [11151-18953]	blocked-on-backend	src/pages/vault/TradingVault.tsx	/earn/trading-vault	Carried from the section file: built or buildable but no source exists. NOT this lane's file (measure and row only). FIRST PASS, NOT OPENED THIS WAVE.
Earn > Vault > Trading vault [11978-171157]	partial	src/pages/vault/TradingVault.tsx	/earn/trading-vault (App.tsx:1754)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/vault/TradingVault.tsx renders this surface (768x1967, 768 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Earn > Vault > Trading vault ALT [11980-173398]	blocked-on-backend	src/pages/vault/TradingVault.tsx	/earn/trading-vault (App.tsx:1754)	Carried from the section file: built or buildable but no source exists. NOT this lane's file (measure and row only). FIRST PASS, NOT OPENED THIS WAVE.
Earn > Vault > Trading vault [12004-390587]	partial	src/pages/vault/TradingVault.tsx	/earn/trading-vault (App.tsx:1754)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/vault/TradingVault.tsx renders this surface (375x2298, 375 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Earn > Vault > Trading vault ALT [12004-392671]	blocked-on-backend	src/pages/vault/TradingVault.tsx	/earn/trading-vault (App.tsx:1754)	Carried from the section file: built or buildable but no source exists. NOT this lane's file (measure and row only). FIRST PASS, NOT OPENED THIS WAVE.
Yield vaults > Sample vault item 1VH [5515-92313]	partial	src/pages/YieldVaultDetail.tsx	/earn/vault/:vaultAddress	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaultDetail.tsx renders this surface (1440x900, 1440 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults > Sample vault item [5515-93883]	partial	src/pages/YieldVaultDetail.tsx	/earn/vault/:vaultAddress	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaultDetail.tsx renders this surface (1440x1555, 1440 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults > Sample vault item [11672-313668]	partial	src/pages/YieldVaultDetail.tsx	/earn/vault/:vaultAddress (App.tsx:1759)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaultDetail.tsx renders this surface (768x1612, 768 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults > Sample vault item 1VH [11704-318227]	partial	src/pages/YieldVaultDetail.tsx	/earn/vault/:vaultAddress (App.tsx:1759)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaultDetail.tsx renders this surface (768x1024, 768 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults > Sample vault item 1VH [11707-322803]	partial	src/pages/YieldVaultDetail.tsx	/earn/vault/:vaultAddress (App.tsx:1759)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaultDetail.tsx renders this surface (375x812, 375 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults > Sample vault item [11707-323144]	partial	src/pages/YieldVaultDetail.tsx	/earn/vault/:vaultAddress (App.tsx:1759)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaultDetail.tsx renders this surface (375x1746, 375 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults 1VH [5492-53877]	partial	src/pages/YieldVaults.tsx	/earn/vaults	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaults.tsx renders this surface (1440x900, 1440 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults 1VH [11364-149679]	partial	src/pages/YieldVaults.tsx	/earn/vaults (App.tsx:1758)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaults.tsx renders this surface (1440x900, 1440 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults 1VH [11667-312902]	partial	src/pages/YieldVaults.tsx	/earn/vaults (App.tsx:1758)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaults.tsx renders this surface (768x1024, 768 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults [11704-318672]	partial	src/pages/YieldVaults.tsx	/earn/vaults (App.tsx:1758)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaults.tsx renders this surface (768x1190, 768 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults 1VH [11664-306263]	partial	src/pages/YieldVaults.tsx	/earn/vaults (App.tsx:1758)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaults.tsx renders this surface (375x812, 375 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Yield vaults [11706-321921]	partial	src/pages/YieldVaults.tsx	/earn/vaults (App.tsx:1758)	FIRST PASS, NOT OPENED THIS WAVE: the route is live and src/pages/YieldVaults.tsx renders this surface (375x1422, 375 board), so it is implemented; the measured work remaining is the whole frame. NOT this lane's file (measure and row only).
Explorer 1VH [5539-93683]	partial	src/pages/explorer/ExplorerDashboard.tsx	/explorer (ExplorerRoutes.tsx:50)	1VH crop (1440x900) of the same design as 11983-221622, by title and by size in live/. NOT OPENED SEPARATELY; the verdict and every gap are those of 11983-221622, measured this wave. Its older id (5539) suggests it predates the 11983 board - if the two diverge, the 11983 one is what was built to.	1440=partial @2026-09-09/wave39-governance-explorer
Explorer - customise 1VH [11345-144081]	partial	src/pages/explorer/ExplorerDashboard.tsx	/explorer (ExplorerRoutes.tsx:50)	The `Customize` menu state of the dashboard (1440x900 1VH). NOT OPENED this wave: the base board 11983-221622 was measured and built, and its list heads deliberately draw no Customize trigger because this frame, which defines what the menu holds, has not been read. Building the trigger before the menu would ship a dead control. Next step: read this node, then add the menu to ListCard in src/pages/explorer/ExplorerDashboard.tsx.
Explorer [11983-221622]	partial	src/pages/explorer/ExplorerDashboard.tsx	/explorer (ExplorerRoutes.tsx:50)	MEASURED AND BUILT THIS WAVE from get_design_context on the frame and on each of its six body sections (Frame 629 11983:221628, card 11983:221637, Main container 11983:221703, Frame 719 11983:221953, Frame 720 11983:222107, Frame 278 11983:222145). Body column 1318 inside main 1382 at x58 (the app sidebar is 58). BUILT, in src/pages/explorer/ExplorerDashboard.tsx with the numbers in explorerDashboardFigma.ts and the oracle src/pages/explorer/__tests__/explorerDashboardFigma.test.ts (13 assertions, green): (1) hero - title Manrope 24/28 tracking -0.96, 14 gap, a 738-wide search row 46 tall on #001615 with a #123f3c border and r16, placeholder 14/18 ash, a 16 search glyph; (2) summary card #073d48 r24 p32 in three columns split by 1px #123f3c rules - SKAI price + Market cap, Transactions|Med gas price + Last finalised|Last safe block, and the 14-day history slot - labels Manrope 14/18 at 64% white over Mulish 14/18 values, icon wells 36; (3) Latest blocks / Latest transactions as #122524 r16 list cards side by side at gap 16: head row px16 pt4 pb8 with a 14/18 title, rows px16 py6 with a 24 glyph in a #001615 r6 p4 well, 14/18 primary over 12/16 ash secondary, sky-blue #56c7f3 links, an outlined r8 12/6 Mulish 12/16 value pill, a #182a2a footer strip px16 py8 carrying a full-width r8 px40 py12 `View all` CTA with a 16 arrow; (4) Ecosystem overview - 24/28 title, 32 below it, 4x2 grid gap 16 of #122524 r16 p16 cards, name 14/18 + 16 external-link glyph, two metrics label 14/18 at 64% over Mulish 14/18 value with the frame's sentence-case labels (24H volume, House pool TVL, Total supplied, Active curves, Floor volume, Copy leaders, Total XP awarded, Active gauges). NOT BUILT, each for want of a source and rendered as its honest empty state: the `@ 0.005231 BTC (+1.01%)` legs of the price and the Market cap (no SKAI market: useSkaiPrice reads the oracle predeploy and returns null when it has no code, and there is no BTC feed), the 14-day series (the indexer reports a cumulative count, not a daily series: useAnalyticsCharts derives a single point), the 144x50 sparkline in every ecosystem card (no per-category series), the per-block SKAI pill (the RPC exposes no block reward), and the `2 secs ago` line on a transaction when getLatestTransactions carries no timestamp (the status glyph stands in). NOT BUILT, no spec of the control's contents: the `All filters` 158-wide split button on the search and the `Customize` menu on each list head (its state is 11345:144081, unopened). NOT THIS LANE'S FILE: Frame 720 `DeFi overview` and Frame 278 `Buyback and burn` are src/components/explorer/DefiDashboard.tsx - hand-off in the report. FRAME DEFECTS, not copied: the strap line `Access data from 50+ chain IDs with a single API key using Skaiscan v1` is Etherscan copy for a product that does not exist (replaced with a true sentence in the same slot and type); the buyback card's 5.5% / 556,256 SKAI / 10M target are placeholders against a program that has not started; the Ecosystem values ($122,139.88 TVL, 9,999 bets, 4,189 profiles) are sample figures. RETAINED though the frame omits them, pending Casey: the all-time records strip (Peak TPS / Fastest block / Total transactions + Block height / Gas / Chain ID / Consensus) now under the summary card, and the Validators & Staking table. No browser was used; every verdict is from source.	1440=partial @2026-09-09/wave39-governance-explorer
Explorer [11983-182767]	partial	src/pages/explorer/ExplorerDashboard.tsx	/explorer (ExplorerRoutes.tsx:50)	MEASURED AND BUILT THIS WAVE (get_design_context on the frame, on card 11983:221485 and on Frame 719 11986:222923). Body 708 inside 768 at x30; blocks stack at gap 24. What the 768 board changes against 1440 and what the page does at md: (a) hero title 18/22, 8 gap, the search row spans the column (CTA 125 + input 583) at 46 tall r16; (b) summary card r12 p16 in TWO columns (SKAI price + Market cap | Transactions|Med gas + Finalised|Safe) split by a vertical rule, then a full-width rule, then the 14-day slot full width; labels 12/16, values 12/14; (c) the two list cards STACK (Main container 708x1000 = two ~492 sections at gap 16) - built with grid-cols-1 below lg; (d) Ecosystem overview 18/22 title with 16 below it, TWO columns at gap 8 of r12 p16 cards (each column is a flex-col gap 8 of two cards), name 12/16, label 12/16, value Mulish 14/16 - built. Everything not built on 11983-221622 is not built here either, for the same reasons (BTC/24h legs, market cap, 14-day series, sparklines, block pill, All filters, Customize). Frame 720 (DeFi overview, 708x138) and Frame 278 (Buyback, 708x204: art card 330x172 beside a 330x172 content column at p16) belong to src/components/explorer/DefiDashboard.tsx and were read from metadata only. The Header-tablet and Bottom-navigation-tablet on this frame are app chrome, not the explorer's (ExplorerLayout draws its own header). Source verdict only; no browser.	768=partial @2026-09-09/wave39-governance-explorer
Explorer 1VH [11986-223183]	partial	src/pages/explorer/ExplorerDashboard.tsx	/explorer (ExplorerRoutes.tsx:50)	1VH crop (768x1024) of the same design as 11983-182767, by title and size. NOT OPENED SEPARATELY; verdict and gaps are those of 11983-182767, measured this wave.	768=partial @2026-09-09/wave39-governance-explorer
Explorer 1VH [11986-224020]	partial	src/pages/explorer/ExplorerDashboard.tsx	/explorer (ExplorerRoutes.tsx:50)	Second 1VH crop (768x1024) of 11983-182767, by title and size. NOT OPENED SEPARATELY; verdict and gaps are those of 11983-182767, measured this wave. Two 1VH crops at one width usually differ only in scroll position; whether this one carries a different state was not checked.	768=partial @2026-09-09/wave39-governance-explorer
Explorer [11998-326822]	partial	src/pages/explorer/ExplorerDashboard.tsx	/explorer (ExplorerRoutes.tsx:50)	MEASURED AND BUILT THIS WAVE (get_design_context on the frame, on Frame 629 11998:327458, card 11998:327467, Frame 719 11998:327784 and Frame 278 11998:327980). Body 343 inside 375 at x16; blocks stack at gap 24. What the 375 board changes and what the page does at base: (a) hero title 18/22, 8 gap, the search row keeps the 46 height but the input rounds r12 on the right and pads 16 (the CTA keeps 24/14), the placeholder wraps to two 14/16 lines, the strap line drops to 14/16 with a bold `Featured:` - all built; (b) summary card r12 p12, ONE column: price, rule, market cap, then a rule, transactions|gas, rule, finalised|safe (two-up rows keep their right-aligned twin), a full-width rule, the 14-day slot with a 62-tall chart; labels 12/14, values Mulish 12/14 - built; (c) the list cards stack (Main container 343x1228) - built, and the list rows keep px16 py6 at this width, which is what the frame draws (the card body pads 8 here where 1440 pads 16, built with p-2 md:p-4); (d) Ecosystem overview 18/22 title, 16 below, ONE column at gap 8 of r12 p12 cards showing only DeFi and Gaming with a centred `Show more` line in Mulish 12/16 at 64% - built as a fold that reveals the other six (the frame does not draw the expanded state, so `Show less` is this page's own); name/label/value all 12/14; the sparkline slot is 80x50 here (empty, no series). Frame 278 at 375 (11998:327980) is a column: r12 p12, the art card 172 tall, title 18/22, number Mulish Light 24/28, labels 12/14 - that card is src/components/explorer/DefiDashboard.tsx, hand-off. Header-mobile and Bottom-navigation-mobile are app chrome. Everything not built at 1440 is not built here, same reasons. Source verdict only; no browser. NOTE the 44px touch floor under 768 (index.css): the `Show more` control and the search submit glyph carry no-min-size because the frame draws them 16 and 16 tall.	375=partial @2026-09-09/wave39-governance-explorer
